,name,address,price,city,Check_in_date,Check_out_date,Review,Rating,distance to city centre(km),distance to HYD-Rajiv Gandhi Intl(km),Pool,Free parking,Airport transfer,Spa,Restaurant,Gym,Bar,Bathtub,Meeting Facilities,Connecting rooms available,Pet-friendly,Kitchen,Internet access
4912,Hotel South End chandigarh,SCO  499 500 Himalaya Marg 35C Sector 35 Chandigarh Chandigarh 160036 India,4800,Chandigarh,2021-12-02,2021-02-18,,,2.0,5.7,no,yes,yes,no,no,no,no,no,no,no,no,no,no
4913,Holiday Inn Chandigarh Zirakpur,RAKSHA BUSINESS CENTRE AMBALA CHANDIGARH HIGHWAY Zirakpur CH 140603 India,12400,Chandigarh,2021-12-02,2021-02-18,Exceptional,10.0,12 ,5.2,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no
4914,OYO 37663 Hotel Royal Palace,81828182 Attawa Chandigarh Chandigarh 160032 India,28316,Chandigarh,2021-12-02,2021-02-18,,,2.2,6.7,no,no,no,no,no,no,no,yes,no,no,no,no,no
4915,Hotel Wisteria,SCO 103 Near AKM Resort Opposite Hynduai Showroom Patiala Road Zirakpur Chandigarh 140603 India,3600,Chandigarh,2021-12-02,2021-02-18,,,10 ,3.8,no,yes,no,no,no,no,no,no,no,no,no,no,no
4916,Capital O 10990 Hotel Alaska,ZirakpurPanchkulaKalka Hwy Opposite CST Zirakpur 140603 India,5240,Chandigarh,2021-12-02,2021-02-18,Very good,8.0,9.8,4.4,no,yes,no,no,no,no,no,no,no,no,no,no,no
4917,OYO 39957 Royal Classic,Vposohana Sasnagaer Backside Of Sr Secondary Girl School Kharar Punjab 140308 India,6172,Chandigarh,2021-12-02,2021-02-18,,,7.6,7.9,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4918,OYO 41743 Hotel Silver,125 Village Atawa Sector 42 Chandigarh Chandigarh 160036 India,3726,Chandigarh,2021-12-02,2021-02-18,,,2.2,6.6,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4919,OYO 26606 Hotel R K Grand,0 Sector 80 Sahibzada Ajit Singh Nagar Kharar Punjab 160062 India,6876,Chandigarh,2021-12-02,2021-02-18,,,8.2,6.7,no,no,no,no,no,no,no,yes,no,no,no,no,no
4920,OYO 38733 The Sai Palace,107Gali 2Near Railway Station Chandigarh Chandigarh 160101 India,5437,Chandigarh,2021-12-02,2021-02-18,,,5.7,3.5,no,no,no,no,no,no,no,yes,no,no,no,no,no
4921,Hotel Grand Plaza,Plot no 65 Ekta Market Sector 42 B Attawa Chandigarh Punjab 160036 India,2997,Chandigarh,2021-12-02,2021-02-18,Exceptional,10.0,2.8,6.9,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes
4922,OYO 42743 Hotel Midway,Sco 2 Near JP Hospital Zirakpur Chandigarh 140603 India,3226,Chandigarh,2021-12-02,2021-02-18,,,8.9,3.1,no,no,no,no,no,no,no,yes,no,no,no,no,no
4923,OYO 42743 Hotel Midway,Sco 2 Near JP Hospital Zirakpur Chandigarh 140603 India,3226,Chandigarh,2021-12-02,2021-02-18,,,8.9,3.1,no,no,no,no,no,no,no,yes,no,no,no,no,no
4924,OYO 6933 Satyam Home Stay,23 D Nr Shahid Udham Singh Gate Old Sunny Enclave Kharar Kharar Chandigarh 140301 India,4875,Chandigarh,2021-12-02,2021-02-18,,,10 ,14 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4925,Hotel Surya Palace,SCO 95 Burail Sector 45A Chandigarh Punjab 160045 India,2997,Chandigarh,2021-12-02,2021-02-18,,,2.8,4.7,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
4926,OYO 28575 Hotel J&B,Bhabat Road Zirakpur Zirakpur Punjab 140603 India,4480,Chandigarh,2021-12-02,2021-02-18,,,9.6,3.7,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4927,Hotel Royal Park 22,SCO 10141015 Sector 22 B opposite sector 17 Bus stand Chandigarh Punjab 160022 India,5387,Chandigarh,2021-12-02,2021-02-18,,,0.1,6.5,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
4928,OYO 11034 Hotel JD Plaza,Secter 58 Kharar Punjab 160055 India,11514,Chandigarh,2021-12-02,2021-02-18,,,5.9,9.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
4929,OYO 38009 The Sai Villa,81828182 Attawa Panchkula Chandigarh 134108 India,5671,Chandigarh,2021-12-02,2021-02-18,,,7.8,7.4,no,no,no,no,no,no,no,yes,no,no,no,no,no
4930,OYO 9740 Hotel Him Sagar,1590Gugga Mari MandirSec 45 BBurail Near Traffic Light Point Sec 4546 Chandigarh Chandigarh 160045 India,5502,Chandigarh,2021-12-02,2021-02-18,,,3.2,4.1,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4931,The Fern Residency Chandigarh,28/8 Industrial Area Phase  II Chandigarh Punjab 160002 India,11900,Chandigarh,2021-12-02,2021-02-18,Superb,9.0,3.9,2.7,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
4932,Hotel Vikrant,Opposite CRPF GROUP CENTRE HIMSHIKHA Kalka HR 134104 India,9000,Chandigarh,2021-12-02,2021-02-18,,,16 ,18 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
4933,OYO 10832 Hotel JB 2,SCO 23 Near Hyundai Showroom Patiala Road Zirakpur 140603 India,33413,Chandigarh,2021-12-02,2021-02-18,,,10 ,3.8,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4934,OYO 10832 Hotel JB 2,SCO 23 Near Hyundai Showroom Patiala Road Zirakpur 140603 India,33413,Chandigarh,2021-12-02,2021-02-18,,,10 ,3.8,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4935,Treebo Shashank Villa,House no 531 behind DT mall Panchkula Chandigarh 160059 India,17998,Chandigarh,2021-12-02,2021-02-18,,,7.2,8.1,no,yes,no,no,no,no,no,no,no,no,no,no,no
4936,OYO 16736 Hotel Hm Crystal,Plot No 2A Phase 1 Kamla Mrkt Nr Dara Studio Kharar Chandigarh 160055 India,3383,Chandigarh,2021-12-02,2021-02-18,,,5.6,9.4,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4937,OYO 8959 New DK Palace,Sec 45 A Near Government School Chandigarh Chandigarh 122003 India,17688,Chandigarh,2021-12-02,2021-02-18,,,2.9,4.8,no,no,no,no,yes,no,no,yes,no,no,no,no,no
4938,OYO 33475 Hotel Orient View,Oyo 33475 Hotel Orient ViewSector 45 Chandigarh Chandigarh 160047 India,3540,Chandigarh,2021-12-02,2021-02-18,,,3.2,4.1,no,no,no,no,no,no,no,yes,no,no,no,no,no
4939,OYO 17081 Hotel Signia,20 Kalka Shimla Highway Zirakpur Zirakpur Punjab 140603 India,5649,Chandigarh,2021-12-02,2021-02-18,,,9.8,4.3,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4940,Hotel Sapphire,NH21 Before Chandigarh Ambala Overbridge Near Wedlock Manor Zirakpur PUNJAB 140603 India,10080,Chandigarh,2021-12-02,2021-02-18,,,8.7,2.9,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no
4941,The Toy Hotel,SCO 165  167 Sector 34A Chandigarh Punjab 160022 India,12297,Chandigarh,2021-12-02,2021-02-18,,,1.3,5.2,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes
4942,OYO 9420 Hotel Silver Palm,Shimla Highway Zirakpur Zirakpur Chandigarh 160104 India,33413,Chandigarh,2021-12-02,2021-02-18,,,10 ,4.8,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4943,Hotel Central Park,SCO 101112 SECTOR 17A Chandigarh CHANDIGARH 160017 India,4051,Chandigarh,2021-12-02,2021-02-18,,,1.8,7.4,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no
4944,OYO 4727 Hotel Sangam Pacific,SCO 67 Zirakpur Chandigarh 140603 India,5721,Chandigarh,2021-12-02,2021-02-18,,,9.9,4.7,no,yes,no,no,yes,no,no,yes,no,no,no,no,no
4945,OYO 4727 Hotel Sangam Pacific,SCO 67 Zirakpur Chandigarh 140603 India,5721,Chandigarh,2021-12-02,2021-02-18,,,9.9,4.7,no,yes,no,no,yes,no,no,yes,no,no,no,no,no
4946,OYO 14225 Bahl Regency,1Near Aura Garden Mamta Enclave KalkaShimla Highway Panchkula 140603 India,6934,Chandigarh,2021-12-02,2021-02-18,,,10 ,5.6,no,yes,no,no,yes,no,no,no,no,no,no,no,no
4947,JK Rooms 142 Silky Resorts,ZirakpurPanchkulaKalka Highway SAS Nagar Mohali Surajpur Zirakpur Punjab 140603 India,10500,Chandigarh,2021-12-02,2021-02-18,,,10 ,4.7,no,yes,no,no,yes,no,no,no,no,no,no,no,no
4948,OYO 4849 Hotel Staywell,ZirakpurChandigarhAmbala Highway Zirakpur Punjab 140603 India,33413,Chandigarh,2021-12-02,2021-02-18,,,9.0,3.2,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4949,OYO 6298 Motel Divine,imperial building near hdfc bank sector 77mohali Kharar 140308 India,6115,Chandigarh,2021-12-02,2021-02-18,,,7.8,8.1,no,yes,no,no,no,no,no,no,no,no,no,no,no
4950,OYO 12379 Hotel Riyasat,hotel riyasat dadu majra sector 38 Chandigarh 160014 India,33413,Chandigarh,2021-12-02,2021-02-18,,,4.6,10 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
4951,OYO 10330 Hotel Golden Brooks,SCO 352 Nayagaon Chandigarh Chandigarh 160103 India,13131,Chandigarh,2021-12-02,2021-02-18,,,4.6,11 ,no,no,no,no,no,no,yes,yes,no,no,no,no,no
4952,OYO 10537 Star City Inn,152 Village Khudda Jassu Opposite to Esampark Khuda Lahora Chandigarh Chandigarh 160015 India,5420,Chandigarh,2021-12-02,2021-02-18,,,4.5,11 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
4953,Hotel Mandarin Square,ChandigarhAmbala National Highway Opp Paras Downtown Mall Zirakpur Punjab 140603 India,12597,Chandigarh,2021-12-02,2021-02-18,,,9.5,3.6,no,yes,no,no,no,no,no,no,no,no,no,no,no
4954,OYO 1496 Hotel Stayly,Mansa Devi Complex Sector4 Panchkula Haryana 134114 India,7406,Chandigarh,2021-12-02,2021-02-18,,,7.8,7.8,no,yes,no,no,no,no,no,no,no,no,no,no,no
4955,OYO 10386 Hotel Jimmy,SCO 30253026 Sector 22ChandigarhIndia Chandigarh 160022 India,28316,Chandigarh,2021-12-02,2021-02-18,,,0.7,6.6,no,yes,no,no,yes,no,no,no,no,no,no,no,no
4956,OYO 10386 Hotel Jimmy,SCO 30253026 Sector 22ChandigarhIndia Chandigarh 160022 India,28316,Chandigarh,2021-12-02,2021-02-18,,,0.7,6.6,no,yes,no,no,yes,no,no,no,no,no,no,no,no
4957,OYO 17199 Hotel Clg Grand,12 Zirakpur Shimla Hwy Zirakpur Punjab 140603 India,5130,Chandigarh,2021-12-02,2021-02-18,,,9.9,4.6,no,no,no,no,no,no,no,yes,no,no,no,no,no
4958,Hotel Grand Way,SCF 1059/8 Panchkula 160101 India,4650,Chandigarh,2021-12-02,2021-02-18,,,6.4,6.0,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
4959,OYO 9599 Vansh Palace,1546 Near Goga Mari Mandir Sector 45 Civil Hospital Backside Burail Chandigarh Chandigarh 160047 India,5918,Chandigarh,2021-12-02,2021-02-18,,,3.2,4.2,no,no,no,no,no,no,no,yes,no,no,no,no,no
4960,Hotel Golden Inn,Gate No 1 Opposite Railway Station Daria Chandigarh Chandigarh Chandigarh 160101 India,150000,Chandigarh,2021-12-02,2021-02-18,,,5.5,3.8,no,yes,no,no,no,no,no,no,no,no,no,no,no
4961,Hotel Orbit-34,SCO 356357 Sector 34A Chandigarh Punjab 160022 India,6897,Chandigarh,2021-12-02,2021-02-18,,,0.7,6.3,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
4962,OYO 9634 Sector 42,House No 27 Sector 42 Main Road Attawa Chandigarh Chandigarh 160036 India,9943,Chandigarh,2021-12-02,2021-02-18,,,2.2,6.8,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
4963,OYO 14030 Cheema Holiday Homes,33 Shivalik Vihar Nayagaon Mohali Chandigarh 160103 India,2725,Chandigarh,2021-12-02,2021-02-18,,,5.6,11 ,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
4964,OYO 46866 The Nest 2,NaOpposite To Rajender Nagar Station Kharar Chandigarh 160055 India,3741,Chandigarh,2021-12-02,2021-02-18,,,7.7,11 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
4965,OYO 16695 Hotel Sun View,Sco 11 Saraswati Vihar Nr Indian Oil Petrl Pump Zirakpur Punjab 160104 India,5665,Chandigarh,2021-12-02,2021-02-18,,,11 ,5.6,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4966,OYO 8664 Hotel 1st Choice,Plot No 203 Sector 45 Near Govt Middle School Chandigarh Chandigarh 160030 India,4077,Chandigarh,2021-12-02,2021-02-18,,,3.1,4.6,no,no,no,no,yes,no,no,no,no,no,no,no,no
4967,OYO 8664 Hotel 1st Choice,Plot No 203 Sector 45 Near Govt Middle School Chandigarh Chandigarh 160030 India,4077,Chandigarh,2021-12-02,2021-02-18,,,3.1,4.6,no,no,no,no,yes,no,no,no,no,no,no,no,no
4968,SPOT ON 61033 Hotel Diamond,1Sector 80 Sahibzada Ajit Singh Nagar Kharar Punjab 140308 India,2479,Chandigarh,2021-12-02,2021-02-18,,,8.4,6.8,no,no,no,no,no,no,no,yes,no,no,no,no,no
4969,SPOT ON 49328 Sukh Motel,0Shivalik Vihar 3 Chandigarh Punjab 160012 India,2037,Chandigarh,2021-12-02,2021-02-18,,,6.1,12 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
4970,Mint Hotel Premia,Showroom No 123 Balaji Enclave ZirakpurPatiala Road Zirakpur Punjab 140603 India,10400,Chandigarh,2021-12-02,2021-02-18,Very good,8.0,9.9,3.8,no,yes,no,no,yes,no,no,no,no,no,no,no,no
4971,OYO 18504 Hotel Safari,SCO 20 ZirakpurPanchkulaKalka Hwy Kalgidhar enclaveBaltana Zirakpur Punjab 140603 India,4861,Chandigarh,2021-12-02,2021-02-18,,,9.7,4.2,no,no,no,no,no,no,no,yes,no,no,no,no,no
4972,OYO 46328 Hotel Anand Shri,19Nandan Vihar Unicity Homes Complex Near Bus Stand Chandigarh Highway Zirakpur Chandigarh 140603 India,3970,Chandigarh,2021-12-02,2021-02-18,,,9.2,3.4,no,no,no,no,no,no,no,yes,no,no,no,no,no
4973,OYO 16715 Hotel City Luxury 45,270 Gali No 3 Opp Prachin Mandir Nr Community Centre Sec 45 Burail Chandigarh Chandigarh 160045 India,3288,Chandigarh,2021-12-02,2021-02-18,,,3.2,4.5,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
4974,Hotel Orbit,#178 Industrial Cum Business Park Phase II Chandigarh Punjab 160002 India,6897,Chandigarh,2021-12-02,2021-02-18,Exceptional,10.0,4.0,2.7,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
4975,OYO 40846 Jm Plaza,Hotel Jm Plaza Chandigarh Punjab 133301 India,3338,Chandigarh,2021-12-02,2021-02-18,,,5.5,11 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
4976,Glades Hotel,SCO No 3 and 4 Sector 55 Phase 1 Chandigarh Punjab 160055 India,11564,Chandigarh,2021-12-02,2021-02-18,Very good,8.0,4.9,8.7,no,no,yes,no,yes,no,yes,no,no,no,no,no,no
4977,OYO 24142 Hotel Smart King,6 AKS clny Zirakpur Punjab 140603 India,3452,Chandigarh,2021-12-02,2021-02-18,,,9.9,3.6,no,no,no,no,no,no,no,yes,no,no,no,no,no
4978,OYO 24142 Hotel Smart King,6 AKS clny Zirakpur Punjab 140603 India,3452,Chandigarh,2021-12-02,2021-02-18,,,9.9,3.6,no,no,no,no,no,no,no,yes,no,no,no,no,no
4979,OYO 33009 Hotel Nido,Sco20PanchkulaKalka Highway Zirakpur Punjab 140603 India,4437,Chandigarh,2021-12-02,2021-02-18,,,9.8,4.4,no,yes,no,no,no,no,no,yes,no,no,no,yes,no
4980,OYO 3987 Hotel Multitech,SCO 104647 Sector  22BNear Sector 17 Chandigarh 160022 India,6542,Chandigarh,2021-12-02,2021-02-18,,,0.6,6.5,no,yes,no,no,no,no,no,yes,no,no,no,no,no
4981,OYO 61261 Hotel Z,Kala Road Kala Road Zirakpur Punjab 140603 India,5185,Chandigarh,2021-12-02,2021-02-18,,,9.6,4.0,no,no,no,no,no,no,no,yes,no,no,no,no,no
4982,Hotel City Heart Premium,SCO 202203204 Chandigarh Punjab 160022 India,11685,Chandigarh,2021-12-02,2021-02-18,Good,6.6,1.4,6.9,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no
4983,Hotel Pride,Shop No 123 Main Market adjoining PEC Nayagaon Chandigarh Chandigarh 160103 India,3978,Chandigarh,2021-12-02,2021-02-18,Good,6.0,4.4,10 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
4984,OYO 15486 Hotel New Diamond,Sco35 Zirakpur Kalka Highway Zirakpur Punjab 140603 India,5802,Chandigarh,2021-12-02,2021-02-18,,,10 ,4.8,no,yes,no,no,no,no,no,yes,no,no,no,yes,no
4985,Treebo Trip Kamron,Village Sohana Nr Rattan College & Central Bank of India Sector  78 Kharar Punjab 160055 India,5527,Chandigarh,2021-12-02,2021-02-18,Good,7.4,8.0,8.0,no,yes,no,no,no,no,no,no,no,no,no,no,no
4986,OYO 1933 Hotel City Paradise,SCO 294344 Opposite Markfed Dakshin M Sector 22 Chandigarh 160022 India,7181,Chandigarh,2021-12-02,2021-02-18,,,0.7,6.2,no,yes,no,no,no,no,no,no,no,no,no,no,no
4987,Hotel Rajshree,Plot no 181/45 Industrial Business Park Phase I Chandigarh Punjab 160002 India,11000,Chandigarh,2021-12-02,2021-02-18,Good,6.0,4.0,2.9,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no
4988,OYO 16949 Hotel Indiano,39 Kalgidhar Enc Katra Ahluwalia to Near Golden Temple Zirakpur Punjab 140603 India,5209,Chandigarh,2021-12-02,2021-02-18,,,9.6,4.1,no,yes,no,no,no,no,no,no,no,no,no,no,no
4989,OYO 16949 Hotel Indiano,39 Kalgidhar Enc Katra Ahluwalia to Near Golden Temple Zirakpur Punjab 140603 India,5209,Chandigarh,2021-12-02,2021-02-18,,,9.6,4.1,no,yes,no,no,no,no,no,no,no,no,no,no,no
4990,Hyatt Regency Chandigarh,178 Industrial and Business Park Phase I Chandigarh 160002 India,38250,Chandigarh,2021-12-02,2021-02-20,Fabulous,8.6,4.1,3.3,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
4991,Hotel SKA Hometel,Shop No 4 Nada Road Near Committee Office & Water Tank Chandigarh Punjab 160103 India,4000,Chandigarh,2021-12-02,2021-02-20,,,5.2,11 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
4992,4 By Oyo Zirakpur,Ambala Chandigarh Expy Zirakpur PB 140603 India,19210,Chandigarh,2021-12-02,2021-02-20,Exceptional,10.0,12 ,5.3,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
4993,4 By Oyo Zirakpur,Ambala Chandigarh Expy Zirakpur PB 140603 India,19210,Chandigarh,2021-12-02,2021-02-20,Exceptional,10.0,12 ,5.3,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
4994,Hotel Almeida,NH21 Chandigarh Amabala Highway Chandigarh Ambala Highway Zirakpur Punjab 140603 India,18900,Chandigarh,2021-12-02,2021-02-20,,,8.4,2.7,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no
4995,Hotel Midway,Sco 2 near JP Hospital Zirakpur Punjab 140603 India,250000,Chandigarh,2021-12-02,2021-02-20,,,8.9,3.1,no,yes,no,no,no,no,no,no,no,no,no,no,no
4996,Hotel Midway,Sco 2 near JP Hospital Zirakpur Punjab 140603 India,250000,Chandigarh,2021-12-02,2021-02-20,,,8.9,3.1,no,yes,no,no,no,no,no,no,no,no,no,no,no
4997,OYO 9661 Hotel Victoria Palace,SCO 124Burail near AKSIPS SchoolSector 45 Chandigarh 160047 India,9162,Chandigarh,2021-12-02,2021-02-20,,,2.9,4.6,no,no,no,no,no,no,no,yes,no,no,no,no,no
4998,Hotel Cama,SCF  1318 Sector 53 Phase3A SAS Nagar Chandigarh Punjab 160055 India,19779,Chandigarh,2021-12-02,2021-02-20,Good,7.2,4.3,7.4,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
4999,Hotel South End chandigarh,SCO  499 500 Himalaya Marg 35C Sector 35 Chandigarh Chandigarh 160036 India,8000,Chandigarh,2021-12-02,2021-02-20,,,2.0,5.7,no,yes,yes,no,no,no,no,no,no,no,no,no,no
5000,Hotel South End chandigarh,SCO  499 500 Himalaya Marg 35C Sector 35 Chandigarh Chandigarh 160036 India,8000,Chandigarh,2021-12-02,2021-02-20,,,2.0,5.7,no,yes,yes,no,no,no,no,no,no,no,no,no,no
5001,OYO 37663 Hotel Royal Palace,81828182 Attawa Chandigarh Chandigarh 160032 India,47194,Chandigarh,2021-12-02,2021-02-20,,,2.2,6.7,no,no,no,no,no,no,no,yes,no,no,no,no,no
5002,Hotel Wisteria,SCO 103 Near AKM Resort Opposite Hynduai Showroom Patiala Road Zirakpur Chandigarh 140603 India,6000,Chandigarh,2021-12-02,2021-02-20,,,10 ,3.8,no,yes,no,no,no,no,no,no,no,no,no,no,no
5003,Capital O 10990 Hotel Alaska,ZirakpurPanchkulaKalka Hwy Opposite CST Zirakpur 140603 India,8944,Chandigarh,2021-12-02,2021-02-20,Very good,8.0,9.8,4.4,no,yes,no,no,no,no,no,no,no,no,no,no,no
5004,OYO 39957 Royal Classic,Vposohana Sasnagaer Backside Of Sr Secondary Girl School Kharar Punjab 140308 India,10346,Chandigarh,2021-12-02,2021-02-20,,,7.6,7.9,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5005,OYO 41743 Hotel Silver,125 Village Atawa Sector 42 Chandigarh Chandigarh 160036 India,6279,Chandigarh,2021-12-02,2021-02-20,,,2.2,6.6,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5006,OYO 6933 Satyam Home Stay,23 D Nr Shahid Udham Singh Gate Old Sunny Enclave Kharar Kharar Chandigarh 140301 India,8493,Chandigarh,2021-12-02,2021-02-20,,,10 ,14 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5007,OYO 38733 The Sai Palace,107Gali 2Near Railway Station Chandigarh Chandigarh 160101 India,9195,Chandigarh,2021-12-02,2021-02-20,,,5.7,3.5,no,no,no,no,no,no,no,yes,no,no,no,no,no
5008,Hotel Royal Park 22,SCO 10141015 Sector 22 B opposite sector 17 Bus stand Chandigarh Punjab 160022 India,8978,Chandigarh,2021-12-02,2021-02-20,,,0.1,6.5,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
5009,Hotel Surya Palace,SCO 95 Burail Sector 45A Chandigarh Punjab 160045 India,4995,Chandigarh,2021-12-02,2021-02-20,,,2.8,4.7,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
5010,Hotel Grand Plaza,Plot no 65 Ekta Market Sector 42 B Attawa Chandigarh Punjab 160036 India,4995,Chandigarh,2021-12-02,2021-02-20,Exceptional,10.0,2.8,6.9,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes
5011,Hotel Grand Plaza,Plot no 65 Ekta Market Sector 42 B Attawa Chandigarh Punjab 160036 India,4995,Chandigarh,2021-12-02,2021-02-20,Exceptional,10.0,2.8,6.9,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes
5012,OYO 26606 Hotel R K Grand,0 Sector 80 Sahibzada Ajit Singh Nagar Kharar Punjab 160062 India,11538,Chandigarh,2021-12-02,2021-02-20,,,8.2,6.7,no,no,no,no,no,no,no,yes,no,no,no,no,no
5013,Treebo Shashank Villa,House no 531 behind DT mall Panchkula Chandigarh 160059 India,29997,Chandigarh,2021-12-02,2021-02-20,,,7.2,8.1,no,yes,no,no,no,no,no,no,no,no,no,no,no
5014,OYO 6298 Motel Divine,imperial building near hdfc bank sector 77mohali Kharar 140308 India,10630,Chandigarh,2021-12-02,2021-02-20,,,7.8,8.1,no,yes,no,no,no,no,no,no,no,no,no,no,no
5015,OYO 42743 Hotel Midway,Sco 2 Near JP Hospital Zirakpur Chandigarh 140603 India,5549,Chandigarh,2021-12-02,2021-02-20,,,8.9,3.1,no,no,no,no,no,no,no,yes,no,no,no,no,no
5016,OYO 17081 Hotel Signia,20 Kalka Shimla Highway Zirakpur Zirakpur Punjab 140603 India,10426,Chandigarh,2021-12-02,2021-02-20,,,9.8,4.3,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5017,OYO 8959 New DK Palace,Sec 45 A Near Government School Chandigarh Chandigarh 122003 India,29480,Chandigarh,2021-12-02,2021-02-20,,,2.9,4.8,no,no,no,no,yes,no,no,yes,no,no,no,no,no
5018,The Toy Hotel,SCO 165  167 Sector 34A Chandigarh Punjab 160022 India,20495,Chandigarh,2021-12-02,2021-02-20,,,1.3,5.2,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes
5019,The Fern Residency Chandigarh,28/8 Industrial Area Phase  II Chandigarh Punjab 160002 India,19500,Chandigarh,2021-12-02,2021-02-20,Superb,9.0,3.9,2.7,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
5020,OYO 28575 Hotel J&B,Bhabat Road Zirakpur Zirakpur Punjab 140603 India,8500,Chandigarh,2021-12-02,2021-02-20,,,9.6,3.7,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5021,Hotel Vikrant,Opposite CRPF GROUP CENTRE HIMSHIKHA Kalka HR 134104 India,15000,Chandigarh,2021-12-02,2021-02-20,,,16 ,18 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
5022,Hotel Vikrant,Opposite CRPF GROUP CENTRE HIMSHIKHA Kalka HR 134104 India,15000,Chandigarh,2021-12-02,2021-02-20,,,16 ,18 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
5023,OYO 11034 Hotel JD Plaza,Secter 58 Kharar Punjab 160055 India,19190,Chandigarh,2021-12-02,2021-02-20,,,5.9,9.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5024,Hotel Sapphire,NH21 Before Chandigarh Ambala Overbridge Near Wedlock Manor Zirakpur PUNJAB 140603 India,15480,Chandigarh,2021-12-02,2021-02-20,,,8.7,2.9,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no
5025,OYO 38009 The Sai Villa,81828182 Attawa Panchkula Chandigarh 134108 India,9238,Chandigarh,2021-12-02,2021-02-20,,,7.8,7.4,no,no,no,no,no,no,no,yes,no,no,no,no,no
5026,OYO 10832 Hotel JB 2,SCO 23 Near Hyundai Showroom Patiala Road Zirakpur 140603 India,55689,Chandigarh,2021-12-02,2021-02-20,,,10 ,3.8,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5027,OYO 10537 Star City Inn,152 Village Khudda Jassu Opposite to Esampark Khuda Lahora Chandigarh Chandigarh 160015 India,8981,Chandigarh,2021-12-02,2021-02-20,,,4.5,11 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
5028,OYO 9420 Hotel Silver Palm,Shimla Highway Zirakpur Zirakpur Chandigarh 160104 India,55689,Chandigarh,2021-12-02,2021-02-20,,,10 ,4.8,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5029,OYO 1496 Hotel Stayly,Mansa Devi Complex Sector4 Panchkula Haryana 134114 India,12557,Chandigarh,2021-12-02,2021-02-20,,,7.8,7.8,no,yes,no,no,no,no,no,no,no,no,no,no,no
